waveAng,fluxAng
4047.4719330000003,1.0988156088864734e-17
4049.048094,-1.2086903720099222e-19
4050.624254,-1.425897485848248e-19
4052.200414,-3.0339851780662447e-18
4053.776575,5.786991092896528e-18
4055.352735,7.99862935591873e-18
4056.9288950000005,2.268817747603967e-18
4058.5050559999995,5.321577687172466e-18
4060.081216,-3.905062027310689e-18
4061.657376,-1.293094082414643e-17
4063.233537,-1.9452494429934562e-18
4064.809697,5.788524265299669e-18
4066.3858570000007,-6.6778204869252214e-18
4067.9620179999997,-2.800366163071659e-18
4069.538178,-4.212996673183927e-18
4071.1143380000003,-6.705589994997709e-18
4072.6904989999994,-5.556189320894796e-19
4074.266659,3.794511505880796e-18
4075.842819,9.512664346150721e-18
4077.41898,1.2184969478781153e-17
4078.99514,8.548657982629571e-18
4080.5713000000005,6.218729837342403e-18
4082.1474609999996,6.822646012797333e-18
4083.723621,2.268568330148038e-18
4085.299781,-1.172146251096398e-18
4086.875942,-5.963719222344329e-18
4088.452102,-1.8268646860242254e-17
4090.028262,-2.2521492645919392e-17
4091.6044229999998,-1.9914280325845276e-17
4093.180583,-1.42754208165152e-17
4094.7567430000004,-1.310213732152732e-17
4096.332904,-9.552359692552799e-18
4097.909064,-1.7690576467699554e-18
4099.485224,5.9100854663583025e-18
4101.061385,2.277205136842484e-17
4102.637545,3.408803145484584e-17
4104.213705,2.3559781960463046e-17
4105.789866,1.3513390642716463e-17
4107.366026,6.8096007827684534e-18
4108.942186,2.9301186939412842e-18
4110.518347,6.112935793783419e-18
4112.094507,1.8481596336953397e-18
4113.670667,-2.612081275204654e-18
4115.246828,4.7106612754880226e-18
4116.822988,5.386461182432951e-18
4118.399148,6.746145838444773e-18
4119.975309,1.2403210251834082e-18
4121.551469,-6.8440408955763226e-18
4123.127629,5.956036634863705e-18
4124.70379,3.877456599708032e-18
4126.27995,-4.131600493186461e-18
4127.85611,-3.5107146635963835e-18
4129.432271,-1.1686591041892768e-17
4131.008431,-9.276333807084134e-18
4132.584591,1.9048361357005777e-18
4134.160752,7.246884537529648e-18
4135.736912,1.550731530480565e-17
4137.313072,8.683146148468724e-18
4138.889233,-3.343139762476651e-18
4140.465393,6.057909487889771e-19
4142.041553,-9.342601076739757e-20
4143.617714,1.2644067794290962e-19
4145.193874,1.092806780133861e-17
4146.770034,7.2134802934961e-18
4148.346195,-1.8555333861223475e-18
4149.922355,3.0634870635065763e-18
4151.498515,2.082976443208963e-18
4153.074676,-1.0749938522740185e-18
4154.650836,2.069304751389629e-18
4156.226996,2.109151572043462e-18
4157.803157,7.587131836281694e-18
4159.379317,5.931662556409975e-18
4160.955477,-2.5413633793362457e-18
4162.531638,-6.861808784605201e-18
4164.107798,-3.3068044023941536e-18
4165.683959,-3.440050064859614e-18
4167.260119,-2.338788102318713e-18
4168.836279,9.117037202273383e-19
4170.41244,2.5496321564353585e-18
4171.9886,7.863718367951177e-18
4173.56476,1.5256577306179905e-17
4175.140921,5.0612211073140855e-18
4176.717081,-2.4842898367734338e-18
4178.293241,6.062085878288872e-18
