waveAng,fluxmaggies,fluxmaggies_adj
3812.624043,1.2552269165405613e-08,1.3056722803466024e-08
3814.200203,1.0228071902867505e-08,1.0639120137553623e-08
3815.7763640000003,1.0712698134105718e-08,1.1143222645330057e-08
3817.3525239999994,1.245089039342512e-08,1.295126979680543e-08
3818.928684,1.2541232606807707e-08,1.3045242704974014e-08
3820.504845,1.1628059348702089e-08,1.2095370618460506e-08
3822.081005,1.0681729287607886e-08,1.1111009215316965e-08
3823.657165,1.0297642034781083e-08,1.0711486170804378e-08
3825.2333260000005,9.864234223018378e-09,1.0260660460769538e-08
3826.8094859999997,9.106454820354493e-09,9.472427235654602e-09
3828.385646,8.793375270208061e-09,9.146765568602253e-09
3829.961807,8.512777560015196e-09,8.85489112956674e-09
3831.537967,8.408215345848665e-09,8.746126743773318e-09
3833.114127,8.293444234263167e-09,8.626743182915054e-09
3834.690288,8.837934124849918e-09,9.19311516530323e-09
3836.266448,9.857167337570925e-09,1.0253309569615486e-08
3837.842608,8.956180480081407e-09,9.31611363374213e-09
3839.4187690000003,8.939401603891827e-09,9.298660444006143e-09
3840.9949289999995,7.624793176204077e-09,7.931220213938019e-09
3842.571089,8.591831703332876e-09,8.937122319972468e-09
3844.14725,1.1597610498903786e-08,1.2063698082900442e-08
3845.72341,1.3522649981406506e-08,1.4066101519088507e-08
3847.29957,1.3101127753842538e-08,1.3627639053993303e-08
3848.8757310000005,1.315588426163415e-08,1.3684596129602495e-08
3850.4518909999997,1.3291959328604254e-08,1.3826139814372123e-08
3852.0280510000002,1.202152366657963e-08,1.2504647575788715e-08
3853.604212,1.02619561570327e-08,1.0674366140344614e-08
3855.1803719999994,1.3294742746609801e-08,1.382903509305566e-08
3856.756532,1.5518491858852857e-08,1.6142152774042946e-08
3858.332693,1.3504732192317724e-08,1.4047463645545453e-08
3859.908853,1.2278126533351777e-08,1.2771562860815617e-08
3861.485013,1.2281315777640996e-08,1.2774880275227957e-08
3863.0611740000004,1.2889425128009474e-08,1.3407428471679928e-08
3864.6373339999996,1.327392492158062e-08,1.3807380636224365e-08
