lambdag(A)1,fluxg1,lambda(A)1,flux1,fluxerror,lambda(A),flux,lambdag(A),fluxg,lambda2(galaxy),flux2(galaxy),lambda2,flux2,,waves1m,flux_corr1m,waves2m,flux_corr2m,wavesgm,flux_corrgm,,waves1,flux_corr1,waves2,flux_corr2,wavesg,flux_corrg
,,8214.0687,1.24E-17,2.85E-18,6743.898762,1.21E-17,,,,,,,,8214.0687,1.31E-17,,,,,,6743.898762,1.31E-17,,,,
,,8215.2686,7.48E-18,2.76E-18,6744.883911,8.11E-18,,,,,,,,8215.2686,7.91E-18,,,,,,6744.883911,8.77E-18,,,,
,,8216.4685,1.08E-17,2.81E-18,6745.869061,1.05E-17,,,,,,,,8216.4685,1.14E-17,,,,,,6745.869061,1.14E-17,,,,
,,8217.6684,1.18E-17,2.80E-18,6746.85421,1.16E-17,,,,,,,,8217.6684,1.24E-17,,,,,,6746.85421,1.25E-17,,,,
,,8218.8683,1.11E-17,2.73E-18,6747.83936,1.14E-17,,,,,,,,8218.8683,1.17E-17,,,,,,6747.83936,1.23E-17,,,,
,,8220.0683,1.36E-17,2.77E-18,6748.824509,1.34E-17,,,,,,,,8220.0683,1.44E-17,,,,,,6748.824509,1.45E-17,,,,
,,8221.2682,1.24E-17,2.72E-18,6749.809658,1.22E-17,,,,,,,,8221.2682,1.32E-17,,,,,,6749.809658,1.32E-17,,,,
,,8222.4681,8.80E-18,2.61E-18,6750.794808,9.43E-18,,,,,,,,8222.4681,9.31E-18,,,,,,6750.794808,1.02E-17,,,,
,,8223.668,1.25E-17,2.72E-18,6751.779957,1.25E-17,,,,,,,,8223.668,1.32E-17,,,,,,6751.779957,1.35E-17,,,,
,,8224.8679,1.10E-17,2.59E-18,6752.765106,1.13E-17,,,,,,,,8224.8679,1.17E-17,,,,,,6752.765106,1.22E-17,,,,
,,8226.0678,1.11E-17,2.52E-18,6753.750256,1.11E-17,,,,,,,,8226.0678,1.17E-17,,,,,,6753.750256,1.20E-17,,,,
,,8227.2677,1.05E-17,2.45E-18,6754.735405,1.03E-17,,,,,,,,8227.2677,1.11E-17,,,,,,6754.735405,1.11E-17,,,,
,,8228.4676,7.35E-18,2.30E-18,6755.720555,7.61E-18,,,,,,,,8228.4676,7.77E-18,,,,,,6755.720555,8.23E-18,,,,
,,8229.6675,7.89E-18,2.33E-18,6756.705704,7.93E-18,,,,,,,,8229.6675,8.34E-18,,,,,,6756.705704,8.57E-18,,,,
,,8230.8675,1.00E-17,2.45E-18,6757.690853,9.98E-18,,,,,,,,8230.8675,1.06E-17,,,,,,6757.690853,1.08E-17,,,,
,,8232.0674,1.16E-17,2.52E-18,6758.676003,1.17E-17,,,,,,,,8232.0674,1.23E-17,,,,,,6758.676003,1.26E-17,,,,
,,8233.2673,1.26E-17,2.59E-18,6759.661152,1.22E-17,,,,,,,,8233.2673,1.33E-17,,,,,,6759.661152,1.32E-17,,,,
,,8234.4672,9.57E-18,2.53E-18,6760.646301,9.95E-18,,,,,,,,8234.4672,1.01E-17,,,,,,6760.646301,1.08E-17,,,,
,,8235.6671,1.15E-17,2.59E-18,6761.631451,1.15E-17,,,,,,,,8235.6671,1.22E-17,,,,,,6761.631451,1.24E-17,,,,
,,8236.867,1.39E-17,2.67E-18,6762.6166,1.39E-17,,,,,,,,8236.867,1.47E-17,,,,,,6762.6166,1.50E-17,,,,
,,8238.0669,9.49E-18,2.62E-18,6763.601749,9.49E-18,,,,,,,,8238.0669,1.00E-17,,,,,,6763.601749,1.03E-17,,,,
,,8239.2668,8.89E-18,2.69E-18,6764.586899,8.93E-18,,,,,,,,8239.2668,9.41E-18,,,,,,6764.586899,9.65E-18,,,,
,,8240.4668,1.04E-17,2.77E-18,6765.572048,1.05E-17,,,,,,,,8240.4668,1.10E-17,,,,,,6765.572048,1.14E-17,,,,
,,8241.6667,1.32E-17,2.86E-18,6766.557198,1.33E-17,,,,,,,,8241.6667,1.40E-17,,,,,,6766.557198,1.44E-17,,,,
,,8242.8666,1.56E-17,2.92E-18,6767.542347,1.51E-17,,,,,,,,8242.8666,1.65E-17,,,,,,6767.542347,1.63E-17,,,,
,,8244.0665,1.13E-17,2.80E-18,6768.527496,1.14E-17,,,,,,,,8244.0665,1.19E-17,,,,,,6768.527496,1.23E-17,,,,
,,8245.2664,8.07E-18,2.75E-18,6769.512646,8.07E-18,,,,,,,,8245.2664,8.53E-18,,,,,,6769.512646,8.72E-18,,,,
,,8246.4663,7.13E-18,2.79E-18,6770.497795,7.38E-18,,,,,,,,8246.4663,7.53E-18,,,,,,6770.497795,7.98E-18,,,,
,,8247.6662,9.68E-18,2.84E-18,6771.482944,9.46E-18,,,,,,,,8247.6662,1.02E-17,,,,,,6771.482944,1.02E-17,,,,
,,8248.8661,9.52E-18,2.83E-18,6772.468094,9.44E-18,,,,,,,,8248.8661,1.01E-17,,,,,,6772.468094,1.02E-17,,,,
,,8250.0661,9.01E-18,2.77E-18,6773.453243,9.01E-18,,,,,,,,8250.0661,9.53E-18,,,,,,6773.453243,9.74E-18,,,,
,,8251.266,1.41E-17,2.75E-18,6774.438393,1.41E-17,,,,,,,,8251.266,1.50E-17,,,,,,6774.438393,1.52E-17,,,,
,,8252.4659,1.29E-17,2.75E-18,6775.423542,1.29E-17,,,,,,,,8252.4659,1.36E-17,,,,,,6775.423542,1.39E-17,,,,
,,8253.6658,1.44E-17,2.76E-18,6776.408691,1.38E-17,,,,,,,,8253.6658,1.52E-17,,,,,,6776.408691,1.49E-17,,,,
,,8254.8657,9.67E-18,2.69E-18,6777.393841,9.90E-18,,,,,,,,8254.8657,1.02E-17,,,,,,6777.393841,1.07E-17,,,,
,,8256.0656,7.89E-18,2.63E-18,6778.37899,8.17E-18,,,,,,,,8256.0656,8.34E-18,,,,,,6778.37899,8.83E-18,,,,
,,8257.2655,1.05E-17,2.64E-18,6779.364139,1.03E-17,,,,,,,,8257.2655,1.11E-17,,,,,,6779.364139,1.11E-17,,,,
,,8258.4654,1.02E-17,2.60E-18,6780.349289,1.03E-17,,,,,,,,8258.4654,1.08E-17,,,,,,6780.349289,1.11E-17,,,,
,,8259.6653,9.78E-18,2.56E-18,6781.334438,9.83E-18,,,,,,,,8259.6653,1.03E-17,,,,,,6781.334438,1.06E-17,,,,
,,8260.8653,1.06E-17,2.57E-18,6782.319588,1.07E-17,,,,,,,,8260.8653,1.12E-17,,,,,,6782.319588,1.16E-17,,,,
,,8262.0652,1.27E-17,2.65E-18,6783.304737,1.25E-17,,,,,,,,8262.0652,1.34E-17,,,,,,6783.304737,1.35E-17,,,,
,,8263.2651,1.21E-17,2.71E-18,6784.289886,1.21E-17,,,,,,,,8263.2651,1.28E-17,,,,,,6784.289886,1.31E-17,,,,
,,8264.465,1.34E-17,2.71E-18,6785.275036,1.34E-17,,,,,,,,8264.465,1.42E-17,,,,,,6785.275036,1.45E-17,,,,
,,8265.6649,1.49E-17,2.75E-18,6786.260185,1.49E-17,,,,,,,,8265.6649,1.58E-17,,,,,,6786.260185,1.61E-17,,,,
,,8266.8648,1.23E-17,2.72E-18,6787.245334,1.21E-17,,,,,,,,8266.8648,1.30E-17,,,,,,6787.245334,1.31E-17,,,,
,,8268.0647,8.04E-18,2.63E-18,6788.230484,8.37E-18,,,,,,,,8268.0647,8.49E-18,,,,,,6788.230484,9.05E-18,,,,
,,8269.2646,9.45E-18,2.67E-18,6789.215633,9.64E-18,,,,,,,,8269.2646,9.99E-18,,,,,,6789.215633,1.04E-17,,,,
,,8270.4646,1.34E-17,2.73E-18,6790.200782,1.29E-17,,,,,,,,8270.4646,1.42E-17,,,,,,6790.200782,1.39E-17,,,,
,,8271.6645,1.10E-17,2.73E-18,6791.185932,1.14E-17,,,,,,,,8271.6645,1.17E-17,,,,,,6791.185932,1.23E-17,,,,
,,8272.8644,1.14E-17,2.69E-18,6792.171081,1.12E-17,,,,,,,,8272.8644,1.21E-17,,,,,,6792.171081,1.21E-17,,,,
,,8274.0643,9.15E-18,2.96E-18,6793.156231,9.28E-18,,,,,,,,8274.0643,9.68E-18,,,,,,6793.156231,1.00E-17,,,,
,,8275.2642,6.36E-18,3.58E-18,6794.14138,5.91E-18,,,,,,,,8275.2642,6.72E-18,,,,,,6794.14138,6.39E-18,,,,
,,8276.4641,-3.95E-19,4.50E-18,6795.126529,3.62E-19,,,,,,,,8276.4641,-4.18E-19,,,,,,6795.126529,3.91E-19,,,,
,,8277.664,3.40E-18,5.51E-18,6796.111679,3.40E-18,,,,,,,,8277.664,3.59E-18,,,,,,6796.111679,3.67E-18,,,,
,,8278.8639,8.11E-18,6.40E-18,6797.096828,7.82E-18,,,,,,,,8278.8639,8.57E-18,,,,,,6797.096828,8.45E-18,,,,
,,8280.0638,7.42E-18,7.09E-18,6798.081977,7.24E-18,,,,,,,,8280.0638,7.84E-18,,,,,,6798.081977,7.82E-18,,,,
,,8281.2638,4.67E-18,7.18E-18,6799.067127,5.24E-18,,,,,,,,8281.2638,4.93E-18,,,,,,6799.067127,5.66E-18,,,,
,,8282.4637,8.14E-18,6.82E-18,6800.052276,7.53E-18,,,,,,,,8282.4637,8.60E-18,,,,,,6800.052276,8.14E-18,,,,
,,8283.6636,5.15E-18,6.33E-18,6801.037426,5.38E-18,,,,,,,,8283.6636,5.45E-18,,,,,,6801.037426,5.81E-18,,,,
,,8284.8635,7.41E-18,6.23E-18,6802.022575,8.47E-18,,,,,,,,8284.8635,7.84E-18,,,,,,6802.022575,9.15E-18,,,,
,,8286.0634,2.07E-17,6.84E-18,6803.007724,1.90E-17,,,,,,,,8286.0634,2.19E-17,,,,,,6803.007724,2.05E-17,,,,
,,8287.2633,1.07E-17,7.56E-18,6803.992874,1.11E-17,,,,,,,,8287.2633,1.13E-17,,,,,,6803.992874,1.20E-17,,,,
,,8288.4632,1.35E-18,7.71E-18,6804.978023,1.32E-18,,,,,,,,8288.4632,1.43E-18,,,,,,6804.978023,1.43E-18,,,,
,,8289.6631,-9.44E-19,7.21E-18,6805.963172,7.23E-19,,,,,,,,8289.6631,-9.98E-19,,,,,,6805.963172,7.81E-19,,,,
,,8290.8631,1.67E-17,6.19E-18,6806.948322,1.67E-17,,,,,,,,8290.8631,1.76E-17,,,,,,6806.948322,1.80E-17,,,,
,,8292.063,1.10E-17,4.79E-18,6807.933471,1.10E-17,,,,,,,,8292.063,1.16E-17,,,,,,6807.933471,1.19E-17,,,,
,,8293.2629,1.03E-17,4.31E-18,6808.918621,1.03E-17,,,,,,,,8293.2629,1.09E-17,,,,,,6808.918621,1.11E-17,,,,
,,8294.4628,4.81E-18,5.05E-18,6809.90377,5.01E-18,,,,,,,,8294.4628,5.09E-18,,,,,,6809.90377,5.41E-18,,,,
,,8295.6627,3.98E-18,6.27E-18,6810.888919,4.94E-18,,,,,,,,8295.6627,4.21E-18,,,,,,6810.888919,5.34E-18,,,,
,,8296.8626,1.23E-17,7.63E-18,6811.874069,1.23E-17,,,,,,,,8296.8626,1.30E-17,,,,,,6811.874069,1.33E-17,,,,
,,8298.0625,-9.56E-20,8.18E-18,6812.859218,2.17E-18,,,,,,,,8298.0625,-1.01E-19,,,,,,6812.859218,2.34E-18,,,,
,,8299.2624,9.49E-18,7.97E-18,6813.844367,7.48E-18,,,,,,,,8299.2624,1.00E-17,,,,,,6813.844367,8.08E-18,,,,
,,8300.4624,7.59E-19,7.02E-18,6814.829517,2.39E-18,,,,,,,,8300.4624,8.02E-19,,,,,,6814.829517,2.58E-18,,,,
,,8301.6623,7.66E-18,5.72E-18,6815.814666,6.65E-18,,,,,,,,8301.6623,8.10E-18,,,,,,6815.814666,7.18E-18,,,,
,,8302.8622,5.71E-18,4.17E-18,6816.799815,6.19E-18,,,,,,,,8302.8622,6.03E-18,,,,,,6816.799815,6.69E-18,,,,
,,8304.0621,7.70E-18,3.30E-18,6817.784965,7.59E-18,,,,,,,,8304.0621,8.13E-18,,,,,,6817.784965,8.20E-18,,,,
,,8305.262,9.23E-18,3.12E-18,6818.770114,9.21E-18,,,,,,,,8305.262,9.75E-18,,,,,,6818.770114,9.95E-18,,,,
,,8306.4619,8.76E-18,3.24E-18,6819.755264,8.76E-18,,,,,,,,8306.4619,9.25E-18,,,,,,6819.755264,9.46E-18,,,,
,,8307.6618,5.56E-18,3.71E-18,6820.740413,6.89E-18,,,,,,,,8307.6618,5.87E-18,,,,,,6820.740413,7.44E-18,,,,
,,8308.8617,1.67E-17,4.64E-18,6821.725562,1.52E-17,,,,,,,,8308.8617,1.77E-17,,,,,,6821.725562,1.64E-17,,,,
,,8310.0616,1.12E-17,4.99E-18,6822.710712,1.18E-17,,,,,,,,8310.0616,1.18E-17,,,,,,6822.710712,1.27E-17,,,,
,,8311.2616,1.09E-17,5.06E-18,6823.695861,1.09E-17,,,,,,,,8311.2616,1.15E-17,,,,,,6823.695861,1.18E-17,,,,
,,8312.4615,1.28E-17,4.68E-18,6824.68101,1.27E-17,,,,,,,,8312.4615,1.36E-17,,,,,,6824.68101,1.37E-17,,,,
,,8313.6614,1.27E-17,3.85E-18,6825.66616,1.26E-17,,,,,,,,8313.6614,1.34E-17,,,,,,6825.66616,1.36E-17,,,,
,,8314.8613,1.11E-17,3.13E-18,6826.651309,1.14E-17,,,,,,,,8314.8613,1.17E-17,,,,,,6826.651309,1.23E-17,,,,
,,8316.0612,1.28E-17,2.96E-18,6827.636459,1.26E-17,,,,,,,,8316.0612,1.35E-17,,,,,,6827.636459,1.36E-17,,,,
,,8317.2611,1.20E-17,3.03E-18,6828.621608,1.17E-17,,,,,,,,8317.2611,1.26E-17,,,,,,6828.621608,1.26E-17,,,,
,,8318.461,8.40E-18,3.00E-18,6829.606757,8.40E-18,,,,,,,,8318.461,8.88E-18,,,,,,6829.606757,9.07E-18,,,,
,,8319.6609,1.32E-17,3.05E-18,6830.591907,1.32E-17,,,,,,,,8319.6609,1.40E-17,,,,,,6830.591907,1.43E-17,,,,
,,8320.8609,1.41E-17,2.93E-18,6831.577056,1.43E-17,,,,,,,,8320.8609,1.49E-17,,,,,,6831.577056,1.54E-17,,,,
,,8322.0608,1.42E-17,2.85E-18,6832.562205,1.38E-17,,,,,,,,8322.0608,1.50E-17,,,,,,6832.562205,1.49E-17,,,,
,,8323.2607,1.05E-17,2.67E-18,6833.547355,1.09E-17,,,,,,,,8323.2607,1.11E-17,,,,,,6833.547355,1.18E-17,,,,
,,8324.4606,1.02E-17,2.65E-18,6834.532504,9.66E-18,,,,,,,,8324.4606,1.08E-17,,,,,,6834.532504,1.04E-17,,,,
,,8325.6605,5.57E-18,2.51E-18,6835.517654,6.47E-18,,,,,,,,8325.6605,5.88E-18,,,,,,6835.517654,6.99E-18,,,,
,,8326.8604,1.17E-17,2.66E-18,6836.502803,1.13E-17,,,,,,,,8326.8604,1.24E-17,,,,,,6836.502803,1.22E-17,,,,
,,8328.0603,1.37E-17,2.70E-18,6837.487952,1.36E-17,,,,,,,,8328.0603,1.45E-17,,,,,,6837.487952,1.47E-17,,,,
,,8329.2602,1.39E-17,2.72E-18,6838.473102,1.41E-17,,,,,,,,8329.2602,1.47E-17,,,,,,6838.473102,1.52E-17,,,,
,,8330.4601,1.63E-17,2.81E-18,6839.458251,1.60E-17,,,,,,,,8330.4601,1.73E-17,,,,,,6839.458251,1.73E-17,,,,
,,8331.6601,1.43E-17,2.70E-18,6840.4434,1.43E-17,,,,,,,,8331.6601,1.51E-17,,,,,,6840.4434,1.54E-17,,,,
,,8332.86,1.16E-17,2.67E-18,6841.42855,1.16E-17,,,,,,,,8332.86,1.23E-17,,,,,,6841.42855,1.25E-17,,,,
,,8334.0599,1.25E-17,2.79E-18,6842.413699,1.25E-17,,,,,,,,8334.0599,1.32E-17,,,,,,6842.413699,1.35E-17,,,,
,,8335.2598,5.72E-18,2.74E-18,6843.398848,6.20E-18,,,,,,,,8335.2598,6.04E-18,,,,,,6843.398848,6.69E-18,,,,
,,8336.4597,3.91E-18,2.88E-18,6844.383998,3.77E-18,,,,,,,,8336.4597,4.13E-18,,,,,,6844.383998,4.07E-18,,,,
,,8337.6596,1.80E-18,2.99E-18,6845.369147,2.04E-18,,,,,,,,8337.6596,1.90E-18,,,,,,6845.369147,2.20E-18,,,,
,,8338.8595,-4.15E-18,3.45E-18,6846.354297,-5.98E-18,,,,,,,,8338.8595,-4.38E-18,,,,,,6846.354297,-6.46E-18,,,,
,,8340.0594,-3.05E-17,4.50E-18,6847.339446,-2.86E-17,,,,,,,,8340.0594,-3.22E-17,,,,,,6847.339446,-3.09E-17,,,,
,,8341.2594,-1.83E-17,7.03E-18,6848.324595,-1.45E-17,,,,,,,,8341.2594,-1.94E-17,,,,,,6848.324595,-1.57E-17,,,,
,,8342.4593,4.09E-17,9.93E-18,6849.309745,3.49E-17,,,,,,,,8342.4593,4.32E-17,,,,,,6849.309745,3.77E-17,,,,
,,8343.6592,2.78E-17,1.14E-17,6850.294894,3.05E-17,,,,,,,,8343.6592,2.94E-17,,,,,,6850.294894,3.29E-17,,,,
,,8344.8591,3.34E-17,1.17E-17,6851.280043,3.34E-17,,,,,,,,8344.8591,3.53E-17,,,,,,6851.280043,3.61E-17,,,,
,,8346.059,3.41E-17,1.07E-17,6852.265193,3.41E-17,,,,,,,,8346.059,3.61E-17,,,,,,6852.265193,3.68E-17,,,,
,,8347.2589,5.43E-18,8.33E-18,6853.250342,5.43E-18,,,,,,,,8347.2589,5.73E-18,,,,,,6853.250342,5.86E-18,,,,
,,8348.4588,-2.05E-17,5.64E-18,6854.235492,-1.83E-17,,,,,,,,8348.4588,-2.16E-17,,,,,,6854.235492,-1.98E-17,,,,
,,8349.6587,-7.90E-18,5.25E-18,6855.220641,-7.16E-18,,,,,,,,8349.6587,-8.34E-18,,,,,,6855.220641,-7.73E-18,,,,
,,8350.8587,2.04E-17,6.51E-18,6856.20579,1.92E-17,,,,,,,,8350.8587,2.16E-17,,,,,,6856.20579,2.07E-17,,,,
,,8352.0586,2.78E-17,7.25E-18,6857.19094,2.68E-17,,,,,,,,8352.0586,2.93E-17,,,,,,6857.19094,2.89E-17,,,,
,,8353.2585,1.81E-17,7.23E-18,6858.176089,1.91E-17,,,,,,,,8353.2585,1.91E-17,,,,,,6858.176089,2.06E-17,,,,
,,8354.4584,1.87E-17,6.63E-18,6859.161238,1.81E-17,,,,,,,,8354.4584,1.98E-17,,,,,,6859.161238,1.95E-17,,,,
,,8355.6583,1.15E-17,5.22E-18,6860.146388,1.10E-17,,,,,,,,8355.6583,1.22E-17,,,,,,6860.146388,1.19E-17,,,,
,,8356.8582,-9.76E-19,3.62E-18,6861.131537,4.67E-19,,,,,,,,8356.8582,-1.03E-18,,,,,,6861.131537,5.04E-19,,,,
,,8358.0581,5.99E-18,3.15E-18,6862.116687,5.99E-18,,,,,,,,8358.0581,6.33E-18,,,,,,6862.116687,6.47E-18,,,,
,,8359.258,9.73E-18,3.28E-18,6863.101836,9.73E-18,,,,,,,,8359.258,1.03E-17,,,,,,6863.101836,1.05E-17,,,,
,,8360.4579,9.16E-18,3.61E-18,6864.086985,9.16E-18,,,,,,,,8360.4579,9.68E-18,,,,,,6864.086985,9.89E-18,,,,
,,8361.6579,8.96E-18,4.20E-18,6865.072135,9.47E-18,,,,,,,,8361.6579,9.46E-18,,,,,,6865.072135,1.02E-17,,,,
,,8362.8578,1.70E-17,4.89E-18,6866.057284,1.70E-17,,,,,,,,8362.8578,1.79E-17,,,,,,6866.057284,1.83E-17,,,,
,,8364.0577,2.44E-17,5.28E-18,6867.042433,2.36E-17,,,,,,,,8364.0577,2.57E-17,,,,,,6867.042433,2.55E-17,,,,
,,8365.2576,2.02E-17,5.18E-18,6868.027583,2.05E-17,,,,,,,,8365.2576,2.13E-17,,,,,,6868.027583,2.21E-17,,,,
,,8366.4575,1.70E-17,4.74E-18,6869.012732,1.67E-17,,,,,,,,8366.4575,1.79E-17,,,,,,6869.012732,1.80E-17,,,,
,,8367.6574,1.01E-17,3.91E-18,6869.997881,1.01E-17,,,,,,,,8367.6574,1.07E-17,,,,,,6869.997881,1.09E-17,,,,
,,8368.8573,5.15E-18,3.07E-18,6870.983031,5.98E-18,,,,,,,,8368.8573,5.44E-18,,,,,,6870.983031,6.45E-18,,,,
,,8370.0572,1.10E-17,2.91E-18,6871.96818,1.04E-17,,,,,,,,8370.0572,1.17E-17,,,,,,6871.96818,1.12E-17,,,,
,,8371.2572,9.57E-18,2.77E-18,6872.95333,9.65E-18,,,,,,,,8371.2572,1.01E-17,,,,,,6872.95333,1.04E-17,,,,
,,8372.4571,8.46E-18,2.68E-18,6873.938479,8.46E-18,,,,,,,,8372.4571,8.93E-18,,,,,,6873.938479,9.13E-18,,,,
,,8373.657,1.27E-17,2.81E-18,6874.923628,1.22E-17,,,,,,,,8373.657,1.34E-17,,,,,,6874.923628,1.32E-17,,,,
,,8374.8569,1.17E-17,2.80E-18,6875.908778,1.20E-17,,,,,,,,8374.8569,1.23E-17,,,,,,6875.908778,1.30E-17,,,,
,,8376.0568,1.17E-17,2.94E-18,6876.893927,1.11E-17,,,,,,,,8376.0568,1.23E-17,,,,,,6876.893927,1.20E-17,,,,
,,8377.2567,4.93E-18,3.13E-18,6877.879076,5.42E-18,,,,,,,,8377.2567,5.20E-18,,,,,,6877.879076,5.85E-18,,,,
,,8378.4566,5.20E-18,3.92E-18,6878.864226,5.50E-18,,,,,,,,8378.4566,5.49E-18,,,,,,6878.864226,5.94E-18,,,,
,,8379.6565,1.03E-17,5.05E-18,6879.849375,9.81E-18,,,,,,,,8379.6565,1.09E-17,,,,,,6879.849375,1.06E-17,,,,
,,8380.8565,9.34E-18,6.05E-18,6880.834525,9.53E-18,,,,,,,,8380.8565,9.86E-18,,,,,,6880.834525,1.03E-17,,,,
,,8382.0564,1.06E-17,6.44E-18,6881.819674,1.10E-17,,,,,,,,8382.0564,1.12E-17,,,,,,6881.819674,1.19E-17,,,,
,,8383.2563,1.44E-17,6.21E-18,6882.804823,1.33E-17,,,,,,,,8383.2563,1.52E-17,,,,,,6882.804823,1.44E-17,,,,
,,8384.4562,6.15E-18,5.32E-18,6883.789973,7.38E-18,,,,,,,,8384.4562,6.49E-18,,,,,,6883.789973,7.96E-18,,,,
,,8385.6561,1.12E-17,4.18E-18,6884.775122,1.12E-17,,,,,,,,8385.6561,1.18E-17,,,,,,6884.775122,1.21E-17,,,,
,,8386.856,1.05E-17,3.20E-18,6885.760271,1.05E-17,,,,,,,,8386.856,1.11E-17,,,,,,6885.760271,1.13E-17,,,,
,,8388.0559,1.11E-17,3.01E-18,6886.745421,1.11E-17,,,,,,,,8388.0559,1.17E-17,,,,,,6886.745421,1.20E-17,,,,
,,8389.2558,1.55E-17,3.10E-18,6887.73057,1.49E-17,,,,,,,,8389.2558,1.64E-17,,,,,,6887.73057,1.61E-17,,,,
,,8390.4557,1.27E-17,3.09E-18,6888.71572,1.28E-17,,,,,,,,8390.4557,1.34E-17,,,,,,6888.71572,1.38E-17,,,,
,,8391.6557,1.07E-17,3.03E-18,6889.700869,1.09E-17,,,,,,,,8391.6557,1.13E-17,,,,,,6889.700869,1.18E-17,,,,
,,8392.8556,8.26E-18,3.07E-18,6890.686018,7.23E-18,,,,,,,,8392.8556,8.71E-18,,,,,,6890.686018,7.80E-18,,,,
,,8394.0555,-5.58E-18,3.27E-18,6891.671168,-4.43E-18,,,,,,,,8394.0555,-5.89E-18,,,,,,6891.671168,-4.78E-18,,,,
,,8395.2554,-2.36E-18,4.73E-18,6892.656317,-1.85E-18,,,,,,,,8395.2554,-2.49E-18,,,,,,6892.656317,-2.00E-18,,,,
,,8396.4553,1.24E-17,7.18E-18,6893.641466,1.22E-17,,,,,,,,8396.4553,1.31E-17,,,,,,6893.641466,1.32E-17,,,,
,,8397.6552,2.01E-17,9.31E-18,6894.626616,1.85E-17,,,,,,,,8397.6552,2.12E-17,,,,,,6894.626616,2.00E-17,,,,
,,8398.8551,8.69E-18,1.02E-17,6895.611765,8.69E-18,,,,,,,,8398.8551,9.17E-18,,,,,,6895.611765,9.38E-18,,,,
,,8400.055,1.92E-17,9.93E-18,6896.596914,1.92E-17,,,,,,,,8400.055,2.03E-17,,,,,,6896.596914,2.07E-17,,,,
,,8401.255,2.89E-18,8.47E-18,6897.582064,2.89E-18,,,,,,,,8401.255,3.05E-18,,,,,,6897.582064,3.12E-18,,,,
,,8402.4549,-3.37E-18,5.97E-18,6898.567213,-3.37E-18,,,,,,,,8402.4549,-3.55E-18,,,,,,6898.567213,-3.64E-18,,,,
,,8403.6548,1.06E-17,3.83E-18,6899.552363,9.05E-18,,,,,,,,8403.6548,1.11E-17,,,,,,6899.552363,9.76E-18,,,,
,,8404.8547,9.05E-18,2.97E-18,6900.537512,9.93E-18,,,,,,,,8404.8547,9.55E-18,,,,,,6900.537512,1.07E-17,,,,
,,8406.0546,1.46E-17,2.89E-18,6901.522661,1.42E-17,,,,,,,,8406.0546,1.54E-17,,,,,,6901.522661,1.53E-17,,,,
,,8407.2545,1.54E-17,2.86E-18,6902.507811,1.50E-17,,,,,,,,8407.2545,1.62E-17,,,,,,6902.507811,1.62E-17,,,,
,,8408.4544,1.03E-17,2.77E-18,6903.49296,1.05E-17,,,,,,,,8408.4544,1.08E-17,,,,,,6903.49296,1.13E-17,,,,
,,8409.6543,8.14E-18,2.90E-18,6904.478109,8.04E-18,,,,,,,,8409.6543,8.59E-18,,,,,,6904.478109,8.67E-18,,,,
,,8410.8542,6.75E-18,3.38E-18,6905.463259,7.05E-18,,,,,,,,8410.8542,7.12E-18,,,,,,6905.463259,7.60E-18,,,,
,,8412.0542,1.00E-17,4.61E-18,6906.448408,1.01E-17,,,,,,,,8412.0542,1.06E-17,,,,,,6906.448408,1.09E-17,,,,
,,8413.2541,1.25E-17,6.07E-18,6907.433558,1.16E-17,,,,,,,,8413.2541,1.31E-17,,,,,,6907.433558,1.25E-17,,,,
,,8414.454,4.89E-18,6.85E-18,6908.418707,4.89E-18,,,,,,,,8414.454,5.16E-18,,,,,,6908.418707,5.27E-18,,,,
,,8415.6539,1.14E-17,7.01E-18,6909.403856,1.14E-17,,,,,,,,8415.6539,1.20E-17,,,,,,6909.403856,1.23E-17,,,,
,,8416.8538,1.88E-17,6.46E-18,6910.389006,1.71E-17,,,,,,,,8416.8538,1.98E-17,,,,,,6910.389006,1.84E-17,,,,
,,8418.0537,5.80E-18,5.10E-18,6911.374155,7.55E-18,,,,,,,,8418.0537,6.12E-18,,,,,,6911.374155,8.14E-18,,,,
,,8419.2536,1.22E-17,3.73E-18,6912.359304,1.16E-17,,,,,,,,8419.2536,1.29E-17,,,,,,6912.359304,1.25E-17,,,,
,,8420.4535,1.42E-17,3.15E-18,6913.344454,1.40E-17,,,,,,,,8420.4535,1.50E-17,,,,,,6913.344454,1.51E-17,,,,
,,8421.6535,1.11E-17,3.08E-18,6914.329603,1.13E-17,,,,,,,,8421.6535,1.17E-17,,,,,,6914.329603,1.22E-17,,,,
,,8422.8534,9.08E-18,3.19E-18,6915.314753,8.84E-18,,,,,,,,8422.8534,9.58E-18,,,,,,6915.314753,9.53E-18,,,,
,,8424.0533,3.87E-18,3.35E-18,6916.299902,3.97E-18,,,,,,,,8424.0533,4.08E-18,,,,,,6916.299902,4.28E-18,,,,
,,8425.2532,-1.90E-18,3.86E-18,6917.285051,-2.35E-18,,,,,,,,8425.2532,-2.01E-18,,,,,,6917.285051,-2.53E-18,,,,
,,8426.4531,-7.06E-18,5.67E-18,6918.270201,-7.06E-18,,,,,,,,8426.4531,-7.45E-18,,,,,,6918.270201,-7.61E-18,,,,
,,8427.653,1.27E-17,8.34E-18,6919.25535,1.27E-17,,,,,,,,8427.653,1.34E-17,,,,,,6919.25535,1.37E-17,,,,
